ID,ID_HECHO,FECHA,CRUCE,SEMAFORO
67,2016-0089,2016-07-14,LA PAMPA,False
68,2016-0090,2016-07-14,RIVADAVIA AV.,False
69,2016-0092,2016-07-15,DEL LIBERTADOR AV.,False
70,2016-0093,2016-07-17,"MITRE, EMILIO",False
71,2016-0095,2016-07-23,MOSCONI GENERAL AV.,False
72,2016-0096,2016-07-25,,False
73,2016-0097,2016-07-26,MEXICO,False
74,2016-0098,2016-07-27,ALBERTI,False
75,2016-0099,2016-07-29,"PAZ, GRAL. AV.",False
76,2016-0100,2016-08-03,DONADO,False
77,2016-0101,2016-08-07,"CHAVEZ, JORGE",False
78,2016-0102,2016-08-10,"SUAREZ, JOSE LEON",False
79,2016-0104,2016-08-14,SANTIAGO DE COMPOSTELA AV.,False
80,2016-0105,2016-08-17,FRAGA,False
81,2016-0106,2016-08-19,DEL LIBERTADOR AV.,False
82,2016-0107,2016-08-20,,False
83,2016-0109,2016-08-24,BARRAGAN,False
84,2016-0110,2016-08-24,CARHUE,False
85,2016-0111,2016-08-25,LA PAMPA,False
86,2016-0112,2016-08-27,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,False
87,2016-0113,2016-08-27,GUARDIA NACIONAL,False
88,2016-0114,2016-08-31,,False
89,2016-0115,2016-09-02,TRONADOR,False
90,2016-0116,2016-09-02,ESCALADA AV.,False
91,2016-0117,2016-09-03,TAGLE,False
92,2016-0118,2016-09-04,,False
93,2016-0119,2016-09-04,TRIUNVIRATO AV.,False
94,2016-0122,2016-09-13,,False
95,2016-0123,2016-09-14,"BONORINO, ESTEBAN, CNEL. AV.",False
96,2016-0124,2016-09-16,RIVERA INDARTE AV.,False
97,2016-0125,2016-09-17,"ALBERDI, JUAN BAUTISTA AV.",False
98,2016-0126,2016-09-18,TINOGASTA,False
99,2016-0127,2016-09-24,"ROCA, CNEL. AV.",False
100,2016-0128,2016-10-02,PAVON AV.,False
101,2016-0130,2016-10-04,,False
102,2016-0131,2016-10-09,,False
103,2016-0132,2016-10-10,24 DE NOVIEMBRE,False
104,2016-0133,2016-10-14,SANCHEZ DE BUSTAMANTE,False
105,2016-0134,2016-10-23,2 DE ABRIL DE 1982,False
106,2016-0135,2016-10-24,"PINEDO, INT.",False
107,2016-0136,2016-10-25,,False
108,2016-0137,2016-10-25,LADINES,False
109,2016-0138,2016-10-27,BLANCO ENCALADA,True
110,2016-0139,2016-10-28,DORREGO AV.,False
111,2016-0140,2016-10-31,VUELTA DE OBLIGADO,False
112,2016-0142,2016-11-05,"RAMOS MEJIA, JOSE MARIA, DR. AV.",False
113,2016-0143,2016-11-06,ESCALADA AV.,False
114,2016-0144,2016-11-07,,False
115,2016-0145,2016-11-07,LA PAMPA,False
116,2016-0146,2016-11-09,BRASIL,False
117,2016-0147,2016-11-16,"CEVALLOS, VIRREY",False
118,2016-0148,2016-11-16,,False
119,2016-0150,2016-11-18,"TABORDA, DIOGENES",False
120,2016-0151,2016-11-18,,False
121,2016-0152,2016-11-23,ZUVIRIA,False
122,2016-0153,2016-11-25,CORDOBA AV.,False
123,2016-0154,2016-11-26,,False
124,2016-0155,2016-11-26,,False
125,2016-0156,2016-11-26,DEAN FUNES,False
126,2016-0157,2016-12-03,,False
127,2016-0159,2016-12-04,ESCALADA AV.,False
128,2016-0160,2016-12-06,,False
129,2016-0161,2016-12-06,GODOY CRUZ,False
130,2016-0162,2016-12-07,FOREST AV.,False
131,2016-0163,2016-12-10,MOSCONI GENERAL AV.,False
132,2016-0164,2016-12-11,"POMAR, GREGORIO TTE. CNEL.",False
133,2016-0165,2016-12-12,,False
134,2016-0168,2016-12-13,"POMAR, GREGORIO TTE. CNEL.",False
135,2016-0169,2016-12-15,"BALBIN, RICARDO, DR. AV.",False
136,2016-0170,2016-12-19,,False
137,2016-0171,2016-12-25,AUTOPISTA 25 DE MAYO,False
138,2016-0172,2016-12-26,CASTRO,False
139,2016-0173,2016-12-26,SAN PEDRITO AV.,False
140,2016-0174,2016-12-27,,False
141,2016-0175,2016-12-27,MEMBRILLAR,False
142,2016-0176,2016-12-28,PASEO COLON AV.,True
143,2016-0177,2016-12-29,,False
144,2016-0178,2016-12-30,SAAVEDRA,False
145,2017-0001,2017-01-02,ACHUPALLAS,False
146,2017-0003,2017-01-05,VELEZ SARSFIELD AV.,False
147,2017-0007,2017-01-11,MEXICO,False
148,2017-0008,2017-01-16,BONPLAND,False
149,2017-0009,2017-01-16,,False
150,2017-0010,2017-01-16,RIGLOS,False
151,2017-0011,2017-01-22,"BALBIN, RICARDO, DR. AV.",False
152,2017-0012,2017-01-24,"TABORDA, DIOGENES",False
153,2017-0013,2017-01-27,,False
154,2017-0014,2017-01-28,ARIAS,False
155,2017-0015,2017-02-02,CALLAO AV.,False
156,2017-0016,2017-02-03,,False
157,2017-0017,2017-02-06,PARAGUAY,False
158,2017-0018,2017-02-09,DE LOS CORRALES AV.,False
