ID_HECHO,FECHA,ACUSADO,VICTIMA
2020-0030,2020-06-16,MULTIPLE,MOTO
2020-0031,2020-06-30,CARGAS,MOTO
2020-0032,2020-07-10,AUTO,MOTO
2020-0033,2020-07-19,OBJETO FIJO,AUTO
2020-0034,2020-08-02,AUTO,PEATON
2020-0035,2020-08-04,PASAJEROS,MOTO
2020-0036,2020-08-07,MOTO,PEATON
2020-0037,2020-08-29,AUTO,PEATON
2020-0038,2020-08-30,AUTO,AUTO
2020-0038,2020-08-30,AUTO,AUTO
2020-0039,2020-09-01,CARGAS,PEATON
2020-0040,2020-09-12,OBJETO FIJO,AUTO
2020-0041,2020-09-28,PASAJEROS,MOTO
2020-0042,2020-09-29,PASAJEROS,PEATON
2020-0043,2020-09-30,PASAJEROS,PEATON
2020-0044,2020-10-05,AUTO,AUTO
2020-0045,2020-10-19,CARGAS,AUTO
2020-0046,2020-10-27,MOTO,MOTO
2020-0047,2020-10-27,CARGAS,PEATON
2020-0048,2020-10-29,OBJETO FIJO,MOTO
2020-0049,2020-10-30,AUTO,PEATON
2020-0050,2020-11-01,MOTO,PEATON
2020-0051,2020-11-05,AUTO,MOTO
2020-0052,2020-11-07,CARGAS,BICICLETA
2020-0053,2020-11-09,AUTO,AUTO
2020-0054,2020-11-19,AUTO,BICICLETA
2020-0055,2020-11-19,CARGAS,PEATON
2020-0056,2020-11-21,CARGAS,MOTO
2020-0057,2020-11-23,AUTO,PEATON
2020-0058,2020-11-24,AUTO,PEATON
2020-0059,2020-12-01,PASAJEROS,PEATON
2020-0060,2020-12-03,MOTO,PEATON
2020-0061,2020-12-03,CARGAS,MOTO
2020-0062,2020-12-04,PASAJEROS,BICICLETA
2020-0063,2020-12-05,MOTO,PEATON
2020-0063,2020-12-05,MOTO,MOTO
2020-0065,2020-12-05,AUTO,MOTO
2020-0066,2020-12-07,OBJETO FIJO,MOTO
2020-0067,2020-12-11,PASAJEROS,PEATON
2020-0068,2020-12-12,AUTO,MOTO
2020-0069,2020-12-15,PASAJEROS,MOTO
2020-0070,2020-12-17,PASAJEROS,PEATON
2020-0071,2020-12-17,AUTO,PEATON
2020-0072,2020-12-19,AUTO,BICICLETA
2020-0073,2020-12-20,OBJETO FIJO,MOTO
2020-0074,2020-12-20,AUTO,AUTO
2020-0075,2020-12-23,PASAJEROS,PEATON
2020-0076,2020-12-24,PASAJEROS,AUTO
2020-0077,2020-12-25,AUTO,MOTO
2020-0077,2020-12-25,AUTO,MOTO
2020-0078,2020-12-25,PASAJEROS,BICICLETA
2020-0079,2020-12-27,OBJETO FIJO,MOTO
2021-0001,2021-01-06,AUTO,MOTO
2021-0002,2021-01-07,CARGAS,MOTO
2021-0003,2021-01-10,OBJETO FIJO,MOTO
2021-0004,2021-01-11,CARGAS,PEATON
2021-0005,2021-01-11,AUTO,PEATON
2021-0006,2021-01-12,CARGAS,MOTO
2021-0007,2021-01-18,MOTO,MOTO
2021-0008,2021-01-22,PASAJEROS,PEATON
2021-0009,2021-01-23,OBJETO FIJO,MOTO
2021-0010,2021-01-23,AUTO,MOTO
2021-0011,2021-01-27,AUTO,PEATON
2021-0012,2021-01-29,AUTO,PEATON
2021-0013,2021-01-31,OBJETO FIJO,MOTO
2021-0014,2021-02-02,AUTO,PEATON
2021-0015,2021-02-06,OBJETO FIJO,MOTO
2021-0016,2021-02-14,OBJETO FIJO,AUTO
2021-0017,2021-02-17,PASAJEROS,MOTO
2021-0018,2021-02-20,AUTO,PEATON
2021-0019,2021-02-21,OBJETO FIJO,MOTO
2021-0020,2021-02-21,CARGAS,PEATON
2021-0021,2021-02-26,OBJETO FIJO,MOTO
2021-0022,2021-02-28,,PASAJEROS
2021-0023,2021-03-01,CARGAS,MOTO
2021-0024,2021-03-03,CARGAS,BICICLETA
2021-0025,2021-03-11,OTRO,MOTO
2021-0026,2021-03-15,OBJETO FIJO,MOTO
2021-0027,2021-03-16,CARGAS,MOTO
2021-0028,2021-03-29,PASAJEROS,PEATON
2021-0029,2021-03-31,AUTO,AUTO
2021-0030,2021-04-03,PASAJEROS,PEATON
2021-0031,2021-04-07,CARGAS,PEATON
2021-0032,2021-04-10,MOTO,PEATON
2021-0033,2021-04-14,OBJETO FIJO,AUTO
2021-0034,2021-04-19,CARGAS,MOTO
2021-0035,2021-05-03,CARGAS,MOTO
2021-0036,2021-05-09,OBJETO FIJO,MOTO
2021-0037,2021-05-11,PASAJEROS,PEATON
2021-0038,2021-05-14,CARGAS,MOTO
2021-0039,2021-05-15,AUTO,BICICLETA
2021-0040,2021-05-20,AUTO,MOTO
2021-0041,2021-05-20,PASAJEROS,PEATON
2021-0042,2021-05-21,PASAJEROS,PEATON
2021-0043,2021-05-22,AUTO,PEATON
2021-0044,2021-05-25,OBJETO FIJO,MOTO
2021-0045,2021-05-26,MULTIPLE,MOTO
2021-0046,2021-05-31,OBJETO FIJO,AUTO
2021-0047,2021-06-02,AUTO,MOTO
2021-0048,2021-06-03,AUTO,BICICLETA
2021-0049,2021-06-03,AUTO,AUTO
2021-0050,2021-06-10,PASAJEROS,MOTO
2021-0051,2021-06-15,CARGAS,PEATON
2021-0052,2021-06-20,OBJETO FIJO,MOTO
2021-0053,2021-06-20,BICICLETA,PEATON
2021-0054,2021-06-22,CARGAS,MOTO
2021-0055,2021-06-29,CARGAS,MOTO
2021-0056,2021-07-09,AUTO,BICICLETA
2021-0057,2021-07-10,OBJETO FIJO,AUTO
2021-0058,2021-07-21,AUTO,PEATON
2021-0059,2021-07-22,OBJETO FIJO,AUTO
2021-0060,2021-07-22,PASAJEROS,PEATON
2021-0061,2021-07-24,CARGAS,PEATON
2021-0062,2021-07-27,CARGAS,AUTO
2021-0063,2021-08-02,AUTO,AUTO
2021-0064,2021-08-02,CARGAS,PEATON
2021-0065,2021-08-06,PASAJEROS,PEATON
2021-0066,2021-08-06,PASAJEROS,PEATON
2021-0067,2021-08-08,OBJETO FIJO,MOTO
2021-0068,2021-08-15,OBJETO FIJO,MOTO
2021-0069,2021-08-20,AUTO,PEATON
2021-0070,2021-08-28,CARGAS,MOTO
2021-0071,2021-08-31,MOTO,PEATON
2021-0072,2021-09-01,AUTO,PEATON
2021-0073,2021-09-18,AUTO,BICICLETA
2021-0074,2021-09-20,MULTIPLE,MOTO
2021-0075,2021-09-21,CARGAS,PEATON
2021-0076,2021-10-16,OBJETO FIJO,MOTO
2021-0077,2021-10-18,CARGAS,MOTO
2021-0078,2021-10-23,PASAJEROS,MOTO
2021-0079,2021-10-25,AUTO,PEATON
2021-0080,2021-10-28,AUTO,MOTO
2021-0081,2021-11-02,CARGAS,MOTO
2021-0082,2021-11-06,AUTO,MOTO
2021-0083,2021-11-09,AUTO,MOTO
2021-0084,2021-11-11,OBJETO FIJO,AUTO
2021-0085,2021-11-20,OBJETO FIJO,MOTO
2021-0086,2021-11-25,PASAJEROS,PEATON
2021-0087,2021-11-27,BICICLETA,PEATON
2021-0088,2021-12-01,AUTO,MOTO
2021-0089,2021-12-02,AUTO,MOTO
2021-0090,2021-12-10,PASAJEROS,PEATON
2021-0091,2021-12-11,AUTO,MOTO
2021-0092,2021-12-12,AUTO,PEATON
2021-0093,2021-12-13,AUTO,MOTO
2021-0094,2021-12-20,AUTO,MOTO
2021-0095,2021-12-30,CARGAS,MOTO
2021-0096,2021-12-15,CARGAS,AUTO
2021-0097,2021-11-18,AUTO,BICICLETA
